loss_train,acc_train,topk_acc_train,f1_train,loss_test,acc_test,topk_acc_test,f1_test
2.7889446888937157,0.43688810902113845,0.6772618442414602,0.43697110338493833,2.4618211336771156,0.49051812805348416,0.7328683466186681,0.4906442901234568
2.307217475968188,0.49214893651912955,0.7457731350136932,0.4922141498294411,2.3419636974931377,0.5027963486757521,0.7499035741835948,0.5029256687242798
2.1859687843979017,0.5051698125584217,0.762885583561554,0.5052151666229336,2.3178275971531623,0.5065248135767549,0.754339161738236,0.5066550925925926
2.118576185647286,0.5136071434428245,0.7716959937027501,0.5136734124901601,2.237746832608686,0.5208601182823348,0.7608318333761892,0.5209940843621399
2.0758054557668664,0.5183177815313469,0.7778210531494449,0.5183911156275866,2.278377070072502,0.5086461815376704,0.756396245821548,0.5087770061728395
2.043735093314702,0.5221961658931763,0.7827120812082848,0.5222765240995192,2.2491896232214486,0.5159424016456673,0.7617318076626383,0.5160751028806584
2.0207006799301994,0.5233932993325571,0.7855983207333672,0.523460049855681,2.302811902277018,0.5088711751092826,0.7557212651067112,0.5090020576131687
1.9985109044713507,0.5260622509388478,0.7885829547877138,0.5261154661956531,2.290574195476655,0.5077783491900232,0.7566533813319619,0.5079089506172839
1.9855088134257382,0.5276488627232326,0.79020236474852,0.5276953227499344,2.2500910217808596,0.511378246335819,0.7614103882746207,0.5115097736625515
1.9723741944788384,0.5298340412273078,0.7923834434805425,0.5299011086329047,2.24925515448115,0.5118603754178452,0.7633067626639239,0.5119920267489712
1.959709066781307,0.5308835828727922,0.7948802046606208,0.5309370353376105,2.2024473422072797,0.51967086654667,0.7667780920545127,0.5198045267489712
1.9536895377605927,0.5314493514160613,0.7963192246511094,0.5315369981632118,2.2708559679365696,0.5122139367446644,0.7600925687837491,0.5123456790123457
1.944458929909336,0.5325316912379672,0.7973400678922252,0.5325783914982944,2.282059284486643,0.5062998200051427,0.7568140910259706,0.5064300411522634
1.9407432208346496,0.5324537955689663,0.7978648387149675,0.532520991865652,2.2640068098335475,0.5099961429673437,0.7592890203137054,0.5101273148148148
1.9336580293396268,0.5344831827350399,0.799090670558717,0.5345299790081344,2.2317570053163625,0.5163923887888917,0.7644638724607868,0.5165252057613169
1.9282149834462083,0.5342166975516162,0.8002550058216763,0.5342908138695178,2.2457726899181862,0.5167138081769093,0.7618282334790435,0.51684670781893
1.9258544983450305,0.5344503845586185,0.8001812099247282,0.5345245123738475,2.230824115352682,0.5169388017485215,0.7663281049112882,0.5170717592592593
1.9261078960358768,0.534142901654668,0.8006977812033651,0.534196514476944,2.208059967989907,0.5194137310362561,0.7682244793005915,0.5195473251028807
1.9192089348585704,0.5367134587316945,0.8009601666147362,0.5367740313115629,2.2378945954358627,0.5130496271535099,0.7639174595011571,0.5131815843621399
1.9195990547268011,0.5353236360058381,0.8022638941274866,0.535384140206866,2.2395859314703648,0.5155566983800463,0.7644960143995886,0.5156893004115226
1.912931484145087,0.5349628560652028,0.8012840486068975,0.535009675938074,2.2355319167728775,0.5148495757264078,0.7637246078683466,0.5149819958847737
1.9126409906175499,0.5357336132111055,0.8035471227799734,0.5357873042958892,2.243907601837023,0.5138210336847518,0.7637246078683466,0.5139531893004116
1.911437517082369,0.5361435904163728,0.8031330458026533,0.5362246348316104,2.2764710873947958,0.5086783234764721,0.759706865518128,0.5088091563786008
1.9124025740169284,0.5357664113875269,0.803502025287394,0.5358269373729642,2.221713323897295,0.5150102854204166,0.7631139110311134,0.5151427469135802
1.9097007710268665,0.5359099034093704,0.8029649551484938,0.5359636031675764,2.252545951045436,0.5148495757264078,0.76047827204937,0.5149819958847737
1.9034649191941841,0.5376810049361256,0.8036619163974483,0.5377484584098662,2.186128001491474,0.5240743121625097,0.7670673695037284,0.5242091049382716
1.9065879299568085,0.5359632004460552,0.8034282293904459,0.5360237361134522,2.2645853880041664,0.5100282849061455,0.7585497557212652,0.5101594650205762
1.905481950383085,0.5366724610111678,0.8028911592515456,0.5367398648648649,2.229894735838896,0.520442273077912,0.7639496014399588,0.5205761316872428
1.9029701665313623,0.5366191639744831,0.8038628052280293,0.5366865652059827,2.259047788096431,0.5127924916430959,0.7616353818462329,0.5129243827160493
1.9018151371521577,0.5372259302382788,0.8046540612341954,0.5373001946094811,2.215192429629373,0.522627924916431,0.7673245050141424,0.5227623456790124
