loss_train,acc_train,topk_acc_train,f1_train,loss_test,acc_test,topk_acc_test,f1_test
2.6348480547516093,0.4678905852834582,0.7008027353679136,0.46795460509052744,2.309484374927886,0.516874517870918,0.7567819490871689,0.5170074588477366
2.0888460991545883,0.5353810328145755,0.7792190754194067,0.5354552064174055,2.136204482581267,0.5425559269735151,0.7785420416559526,0.5426954732510288
1.9368996221432377,0.5568679381426392,0.7994473507272996,0.5569295023165485,2.0378614679868083,0.558916173823605,0.7913666752378503,0.5590599279835391
1.8475855292805659,0.5689663654700798,0.8130134964495974,0.5690148583049068,2.003662939279229,0.5626767806634096,0.7958344047312934,0.5628215020576132
1.781768260900507,0.5778505715082242,0.821290936223946,0.5779200013119916,2.029476385111365,0.55827333504757,0.7923952172795063,0.5584169238683128
1.73344994814369,0.5867347775463684,0.8284040407353351,0.5868114777372692,1.945163596298837,0.5704872717922345,0.8039984571869375,0.5706340020576132
1.6962102245929453,0.5922899686777415,0.8332417717574903,0.5923532756043994,1.9429081824949248,0.5751799948572898,0.8030020570840833,0.5753279320987654
1.6654416435239072,0.5968694140605783,0.837419439479165,0.5969534461672179,1.9451697253250353,0.5704551298534327,0.8060876832090512,0.5706018518518519
1.641367783613075,0.5998458485708195,0.8410641368339921,0.5999300271170999,1.8953432358433435,0.5817369503728465,0.8115839547441501,0.5818865740740741
1.6176075550928668,0.6038062283737025,0.843716689352072,0.6038837684746083,1.912219874637485,0.5750514271020828,0.8081447672923631,0.5751993312757202
1.6018731107442155,0.6070614473835255,0.8472793912658456,0.6071323143531882,1.8975809417634344,0.5812226793520185,0.8121625096425816,0.581372170781893
1.5864676577045171,0.6084020728447498,0.8488168057855984,0.6084866723545703,1.9114575790387,0.5796477243507329,0.8064412445358704,0.5797968106995884
1.5758520263608626,0.6102059725479263,0.8505059118713,0.6102701609363334,1.900638305746908,0.5706479814862433,0.8115839547441501,0.5707947530864198
1.565068523946693,0.6113580084947277,0.8526664917430591,0.6114359201408377,1.8934585469173184,0.5782656209822576,0.8086911802519928,0.5784143518518519
1.5535925348555437,0.6135021892782762,0.8542859017038653,0.6135528732616111,1.8866670173075464,0.5817369503728465,0.8139624582154795,0.5818865740740741
1.5465846069526623,0.6149166106364486,0.8550484593056626,0.6149741974997727,1.858533615614345,0.5840833119053741,0.8156016970943687,0.5842335390946503
1.5375761633171432,0.616847603273258,0.8564177831712557,0.6169121184278054,1.9043588443992683,0.5788763178194909,0.8106839804577012,0.5790252057613169
1.531028972675218,0.617261680250578,0.8581437872054314,0.6173262157775823,1.866686717779548,0.5863332476214965,0.8177873489328876,0.5864840534979424
1.524258308087206,0.6191803735712295,0.8580002951835878,0.6192586700752382,1.849477735367209,0.5875867832347648,0.8184944715865261,0.5877379115226338
1.5221275952279303,0.61830712212401,0.8590088391085455,0.6183717090864251,1.899597063555225,0.5727693494471586,0.8115518128053484,0.5729166666666666
1.5157990790170437,0.6197174437101297,0.8604191606946654,0.6197957666378201,1.8661482248823216,0.5803227050655696,0.8130624839290306,0.5804719650205762
1.512374169946624,0.619512455107496,0.8608414372160907,0.6195771013719146,1.8694292113123607,0.5829904859861147,0.816598097197223,0.5831404320987654
1.5083766854347378,0.6214557470604635,0.861353908722675,0.6215136556472406,1.8789112800234016,0.5766585240421702,0.8149588583183338,0.576806841563786
1.5070978871396883,0.6207915839879302,0.8609972285540924,0.6208631264759905,1.8832737314802261,0.5729622010799691,0.815569555155567,0.5731095679012346
1.5004626421423541,0.6227922727496351,0.8631455091096935,0.6228775802527597,1.8771461445087023,0.5839547441501671,0.8150231421959373,0.5841049382716049
1.500554077489518,0.6220953115006805,0.8625961396546352,0.622166918131724,1.8629237832079943,0.5809655438416045,0.8142195937258936,0.5811149691358025
1.4976391729814928,0.6220830121845226,0.8633258990800111,0.6221614514974371,1.8492179096296981,0.5896760092568784,0.8178194908716894,0.5898276748971193
1.4966819272192091,0.6227225766247396,0.8631947063743256,0.6228147139858304,1.8640683971330094,0.5808369760863975,0.8171766520956544,0.5809863683127572
1.4929929716564858,0.6222757014709982,0.8636784794765411,0.6223678168459722,1.8581886642570358,0.5845332990485986,0.815569555155567,0.5846836419753086
1.4931521490861412,0.6226364814116335,0.8637522753734892,0.6227422811186742,1.8629275898261326,0.5850154281306248,0.815183851889946,0.5851658950617284
